Id,MS SubClass,MS Zoning,Lot Area,Lot Shape,Land Contour,Neighborhood,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Matl,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Area,Wood Deck SF,Open Porch SF,Screen Porch,Pool QC,SalePrice,1st Flr SF + 2nd Flr SF,Lot Area_sqrt,Gr Liv Area_sqrt,1st Flr SF_sqrt,2nd Flr SF_sqrt,Mas Vnr Area_sqrt,Total Bsmt SF_sqrt,Garage Area_sqrt
1177,160,FV,2645,Reg,Lvl,Somerst,2Story,8,5,1999,2000,CompShg,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,813.0,147.0,960.0,Ex,Y,962,645,1607,1.0,2,1,3,Gd,7,0,480.0,169,0,0,No Feature,200000.0,1607,51.42956348249516,40.08740450565489,31.016124838541646,25.39685019840059,21.354156504062622,30.983866769659336,21.908902300206645
1480,20,RL,9627,Reg,Lvl,CollgCr,1Story,7,5,2007,2007,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,24.0,1327.0,1351.0,Ex,Y,1361,0,1361,0.0,2,0,3,Gd,6,0,610.0,0,50,0,No Feature,193000.0,1361,98.1172767661231,36.89173349139343,36.89173349139343,0.0,0.0,36.75595189897821,24.698178070456937
324,20,RL,10114,Reg,Lvl,Mitchel,1Story,5,5,2004,2005,CompShg,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,0.0,1430.0,1430.0,Ex,Y,1430,0,1430,0.0,2,0,3,Gd,7,0,624.0,0,0,0,No Feature,173500.0,1430,100.56838469419701,37.815340802378074,37.815340802378074,0.0,0.0,37.815340802378074,24.979991993593593
1311,70,RM,4571,Reg,Lvl,OldTown,2Story,5,5,1916,1950,CompShg,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,0.0,624.0,624.0,Fa,N,624,720,1344,0.0,1,0,4,TA,7,0,513.0,0,0,0,No Feature,98000.0,1344,67.60917097554147,36.66060555964672,24.979991993593593,26.832815729997478,0.0,24.979991993593593,22.64950330581225
770,20,RL,8816,Reg,Lvl,Sawyer,1Story,5,6,1963,1963,CompShg,VinylSd,None,0.0,TA,TA,PConc,TA,TA,651.0,470.0,1121.0,TA,Y,1121,0,1121,1.0,1,0,3,TA,5,0,480.0,0,80,0,No Feature,139000.0,1121,93.89355675444402,33.481338085566414,33.481338085566414,0.0,0.0,33.481338085566414,21.908902300206645
2063,20,RL,8197,Reg,Lvl,Sawyer,1Story,6,5,1977,1977,CompShg,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,0.0,660.0,660.0,Ex,Y,1285,0,1285,0.0,1,1,3,TA,7,1,528.0,138,0,0,No Feature,143500.0,1285,90.53728513711906,35.84689665786984,35.84689665786984,0.0,12.165525060596439,25.69046515733026,22.978250586152114
69,60,FV,8640,Reg,Lvl,Somerst,2Story,7,5,2009,2009,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,24.0,732.0,756.0,Ex,Y,764,783,1547,0.0,2,1,3,Gd,7,0,614.0,169,45,0,No Feature,215200.0,1547,92.951600308978,39.331920878594275,27.640549922170507,27.982137159266443,0.0,27.49545416973504,24.779023386727733
2062,20,RL,8724,Reg,Lvl,Sawyer,1Story,5,5,1968,1968,CompShg,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,492.0,402.0,894.0,Gd,Y,894,0,894,0.0,1,0,3,TA,5,1,450.0,0,0,0,No Feature,129000.0,894,93.40235543068493,29.899832775452108,29.899832775452108,0.0,0.0,29.899832775452108,21.213203435596427
351,120,RL,5664,IR1,Lvl,StoneBr,1Story,8,5,2000,2000,CompShg,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,1158.0,343.0,1501.0,Ex,Y,1659,0,1659,1.0,2,0,2,Ex,5,1,499.0,212,59,0,No Feature,278000.0,1659,75.25955088890711,40.7308237088326,40.7308237088326,0.0,0.0,38.742741255621034,22.338307903688676
2393,60,RL,12867,IR1,Lvl,NridgHt,2Story,8,5,2005,2006,CompShg,CemntBd,No Feature,0.0,Gd,TA,PConc,Ex,TA,0.0,1209.0,1209.0,Ex,Y,1209,1044,2253,0.0,2,1,3,Ex,8,1,575.0,243,142,0,No Feature,344133.0,2253,113.43279948938931,47.46577714522327,34.77067730142742,32.31098884280702,0.0,34.77067730142742,23.979157616563597
12,20,RL,7980,IR1,Lvl,Gilbert,1Story,6,7,1992,2007,CompShg,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,935.0,233.0,1168.0,Ex,Y,1187,0,1187,1.0,2,0,3,TA,6,0,420.0,483,21,0,No Feature,185000.0,1187,89.33084573650918,34.45286635390443,34.45286635390443,0.0,0.0,34.17601498127012,20.493901531919196
2339,190,RL,34650,Reg,Bnk,Gilbert,1Story,5,5,1955,1955,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,1056.0,0.0,1056.0,TA,N,1056,0,1056,1.0,1,0,3,TA,5,0,572.0,264,0,0,No Feature,145000.0,1056,186.14510468986285,32.49615361854384,32.49615361854384,0.0,0.0,32.49615361854384,23.916521486202797
624,20,RL,10573,IR1,Lvl,NAmes,1Story,6,6,1961,1961,CompShg,MetalSd,BrkFace,3.0,TA,TA,CBlock,TA,TA,1312.0,141.0,1453.0,Ex,Y,1453,0,1453,1.0,2,0,3,TA,6,1,530.0,0,49,288,No Feature,187500.0,1453,102.82509421342633,38.118237105091836,38.118237105091836,0.0,1.7320508075688772,38.118237105091836,23.021728866442675
86,20,RL,8450,Reg,Lvl,Sawyer,1Story,5,8,1965,2009,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,553.0,224.0,894.0,Ex,Y,894,0,894,1.0,1,0,3,TA,5,1,336.0,416,144,0,No Feature,138500.0,894,91.92388155425118,29.899832775452108,29.899832775452108,0.0,0.0,29.899832775452108,18.33030277982336
1534,50,RL,11700,IR1,HLS,Crawfor,1.5Fin,5,6,1937,1995,CompShg,WdShing,None,0.0,TA,TA,CBlock,TA,TA,606.0,336.0,942.0,Ex,Y,1265,673,1938,0.0,2,0,4,Gd,7,1,240.0,0,40,0,No Feature,198000.0,1938,108.16653826391968,44.02272140611028,35.566838487557476,25.942243542145693,0.0,30.692018506445613,15.491933384829668
2243,190,C (all),8250,Reg,Lvl,IDOTRR,2Story,5,6,1895,2006,CompShg,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,0.0,957.0,957.0,Fa,N,1034,957,1991,0.0,2,0,4,TA,9,0,0.0,0,0,0,No Feature,119600.0,1991,90.82951062292474,44.62062303464621,32.155870381627054,30.93541659651604,0.0,30.93541659651604,0.0
1957,50,RL,8064,Reg,Lvl,NAmes,1.5Fin,5,7,1949,2006,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,0.0,672.0,672.0,Ex,Y,672,252,924,0.0,1,0,3,TA,6,1,576.0,0,0,0,No Feature,122900.0,924,89.7997772825746,30.397368307141328,25.92296279363144,15.874507866387544,0.0,25.92296279363144,24.0
380,20,RL,9600,Reg,Lvl,NWAmes,1Story,8,5,1981,1981,WdShngl,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,1104.0,1420.0,2524.0,TA,Y,2524,0,2524,1.0,2,1,4,Gd,9,1,542.0,474,120,0,No Feature,278000.0,2524,97.97958971132712,50.23942674832188,50.23942674832188,0.0,0.0,50.23942674832188,23.280893453645632
2860,70,RL,11435,IR1,HLS,Crawfor,2Story,8,7,1929,1950,CompShg,BrkFace,None,0.0,TA,TA,PConc,Gd,TA,0.0,792.0,792.0,Fa,Y,792,725,1517,0.0,1,0,3,Gd,7,2,400.0,0,0,0,No Feature,230000.0,1517,106.93455942771729,38.948684188300895,28.142494558940577,26.92582403567252,0.0,28.142494558940577,20.0
2517,120,RL,9549,IR1,Lvl,Veenker,1Story,8,5,1995,1996,CompShg,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,437.0,0.0,1494.0,Ex,Y,1494,0,1494,1.0,1,1,2,Ex,6,1,481.0,0,30,216,No Feature,270000.0,1494,97.71898484941399,38.65229618017538,38.65229618017538,0.0,0.0,38.65229618017538,21.93171219946131
1933,20,RL,10950,Reg,Lvl,NAmes,1Story,6,6,1952,1952,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,441.0,507.0,948.0,TA,Y,948,0,948,0.0,1,0,2,TA,5,0,410.0,0,48,0,No Feature,125000.0,948,104.64224768228175,30.789608636681304,30.789608636681304,0.0,0.0,30.789608636681304,20.248456731316587
820,20,RL,10637,Reg,Lvl,CollgCr,1Story,8,5,2007,2008,CompShg,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,TA,1288.0,417.0,1705.0,Ex,Y,1718,0,1718,1.0,2,0,3,Gd,7,1,826.0,208,44,0,No Feature,297000.0,1718,103.13583276436954,41.44876355212541,41.44876355212541,0.0,18.33030277982336,41.291645644125154,28.74021572639983
675,20,RL,9000,IR1,HLS,NAmes,1Story,6,6,1958,1958,Tar&Grv,Wd Sdng,BrkFace,82.0,TA,TA,CBlock,Gd,TA,0.0,160.0,160.0,Fa,Y,1142,0,1142,0.0,1,0,2,TA,5,1,384.0,0,28,0,No Feature,113500.0,1142,94.86832980505137,33.793490497431605,33.793490497431605,0.0,9.055385138137417,12.649110640673518,19.595917942265423
2910,160,RM,2665,Reg,Lvl,MeadowV,2Story,5,6,1977,1977,CompShg,CemntBd,None,0.0,TA,TA,PConc,TA,TA,548.0,36.0,757.0,Ex,Y,925,550,1475,0.0,2,0,4,TA,6,1,336.0,104,26,0,No Feature,127000.0,1475,51.62363799656123,38.40572873934304,30.4138126514911,23.45207879911715,0.0,27.51363298439521,18.33030277982336
21,20,RL,11751,IR1,Lvl,NWAmes,1Story,6,6,1977,1977,CompShg,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,705.0,1139.0,1844.0,Ex,Y,1844,0,1844,0.0,2,0,3,TA,7,1,546.0,0,122,0,No Feature,190000.0,1844,108.4020295012967,42.941821107167776,42.941821107167776,0.0,21.908902300206645,42.941821107167776,23.366642891095847
1873,20,RL,9600,Reg,Lvl,NWAmes,1Story,7,6,1973,1973,CompShg,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,916.0,326.0,1242.0,Fa,Y,1242,0,1242,0.0,1,1,3,TA,6,1,528.0,0,0,0,No Feature,175500.0,1242,97.97958971132712,35.24202037341219,35.24202037341219,0.0,17.88854381999832,35.24202037341219,22.978250586152114
2125,20,RL,8428,IR2,Lvl,CollgCr,1Story,5,7,1994,1994,CompShg,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,420.0,570.0,990.0,Ex,Y,990,0,990,1.0,1,0,3,TA,5,0,384.0,256,0,0,No Feature,146000.0,990,91.804139340228,31.464265445104548,31.464265445104548,0.0,0.0,31.464265445104548,19.595917942265423
1489,20,RL,9937,Reg,Lvl,Edwards,1Story,5,6,1965,1965,CompShg,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,830.0,136.0,1256.0,Gd,Y,1256,0,1256,1.0,1,1,3,TA,6,0,276.0,736,68,0,No Feature,147500.0,1256,99.68450230602548,35.4400902933387,35.4400902933387,0.0,0.0,35.4400902933387,16.61324772583615
2383,20,RL,13891,Reg,Lvl,NridgHt,1Story,10,5,2006,2006,CompShg,VinylSd,No Feature,0.0,Ex,TA,PConc,Ex,Gd,1386.0,690.0,2076.0,Ex,Y,2076,0,2076,1.0,2,1,2,Ex,7,1,850.0,216,229,0,No Feature,465000.0,2076,117.86008654332475,45.56314299957807,45.56314299957807,0.0,0.0,45.56314299957807,29.154759474226502
983,85,RL,9101,IR1,Lvl,Mitchel,SFoyer,5,6,1978,1978,CompShg,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,1097.0,0.0,1097.0,Ex,Y,1110,0,1110,1.0,1,0,1,Gd,4,1,602.0,303,30,0,No Feature,165500.0,1110,95.39916142189091,33.31666249791537,33.31666249791537,0.0,10.198039027185569,33.12099032335839,24.535688292770594
1325,50,RM,12150,Reg,Lvl,OldTown,1.5Fin,5,5,1954,1954,CompShg,MetalSd,BrkFace,335.0,TA,TA,BrkTil,TA,TA,0.0,1050.0,1050.0,Ex,N,1050,745,1795,0.0,2,0,4,TA,7,0,352.0,0,0,0,No Feature,131500.0,1795,110.22703842524301,42.36744032862972,32.4037034920393,27.294688127912362,18.303005217723125,32.4037034920393,18.76166303929372
1378,20,RL,11200,Reg,Lvl,Sawyer,1Story,5,5,1965,1965,CompShg,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,906.0,134.0,1040.0,Ex,Y,1040,0,1040,1.0,1,0,3,TA,5,0,384.0,0,0,0,No Feature,129500.0,1040,105.83005244258362,32.2490309931942,32.2490309931942,0.0,0.0,32.2490309931942,19.595917942265423
1537,70,RL,9670,IR1,HLS,Crawfor,2Story,8,6,1935,1950,CompShg,BrkFace,Stone,40.0,TA,TA,PConc,TA,Fa,210.0,398.0,608.0,TA,Y,983,890,1873,0.0,1,1,4,TA,9,2,786.0,0,0,0,No Feature,257076.0,1873,98.33615815151617,43.278170016764804,31.352830813181765,29.832867780352597,6.324555320336759,24.657656011875904,28.035691537752374
905,50,RL,10998,Reg,Lvl,Edwards,1.5Fin,5,5,1941,1960,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,408.0,156.0,984.0,Ex,Y,984,620,1604,0.0,2,0,3,TA,6,0,660.0,0,68,0,No Feature,117000.0,1604,104.8713497576912,40.049968789001575,31.368774282716245,24.899799195977465,0.0,31.368774282716245,25.69046515733026
1532,70,RL,7200,Reg,HLS,Crawfor,2Story,7,6,1931,2000,CompShg,Stucco,None,0.0,TA,Fa,BrkTil,Gd,TA,0.0,776.0,776.0,TA,Y,851,651,1502,0.0,1,1,3,TA,6,1,270.0,0,0,0,No Feature,149000.0,1502,84.8528137423857,38.7556447501522,29.171904291629644,25.514701644346147,0.0,27.85677655436824,16.431676725154983
132,20,RL,9920,Reg,Lvl,NAmes,1Story,5,5,1954,1954,CompShg,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,354.0,412.0,1056.0,TA,Y,1063,0,1063,1.0,1,0,3,TA,6,0,280.0,0,0,0,No Feature,128000.0,1063,99.59919678390986,32.60368077380221,32.60368077380221,0.0,10.488088481701515,32.49615361854384,16.73320053068151
1078,160,RL,2448,Reg,Lvl,NridgHt,2Story,7,5,2003,2004,CompShg,VinylSd,Stone,106.0,Gd,TA,PConc,Gd,TA,0.0,764.0,764.0,Ex,Y,764,862,1626,0.0,2,1,2,Gd,6,0,474.0,0,27,0,No Feature,155000.0,1626,49.47726750741192,40.32369030731191,27.640549922170507,29.359836511806396,10.295630140987,27.640549922170507,21.77154105707724
2511,160,FV,2998,Reg,Lvl,Somerst,2Story,6,5,2000,2000,CompShg,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,353.0,403.0,756.0,Ex,Y,768,756,1524,0.0,2,1,2,Gd,4,0,440.0,0,32,0,No Feature,166000.0,1524,54.75399528801528,39.03844259188627,27.712812921102035,27.49545416973504,22.64950330581225,27.49545416973504,20.97617696340303
912,50,RL,7804,Reg,Lvl,SWISU,1.5Fin,4,3,1928,1950,CompShg,WdShing,None,0.0,TA,TA,BrkTil,TA,TA,622.0,500.0,1122.0,TA,Y,1328,653,1981,1.0,2,0,4,Gd,7,2,576.0,431,44,0,No Feature,135000.0,1981,88.34025130143111,44.50842616853577,36.4417343165772,25.553864678361276,0.0,33.49626844888845,24.0
2351,60,RL,16692,IR1,Lvl,NWAmes,2Story,7,5,1978,1978,CompShg,Plywood,BrkFace,184.0,TA,TA,CBlock,Gd,TA,790.0,133.0,1392.0,TA,Y,1392,1392,2784,1.0,3,1,5,Gd,12,2,564.0,0,112,440,Fa,250000.0,2784,129.1975231960737,52.76362383309168,37.30951621235526,37.30951621235526,13.564659966250536,37.30951621235526,23.748684174075834
330,160,RM,1476,Reg,Lvl,MeadowV,2Story,4,7,1970,1970,CompShg,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,176.0,370.0,546.0,Ex,Y,546,546,1092,0.0,1,1,3,TA,5,0,0.0,200,26,0,No Feature,76000.0,1092,38.41874542459709,33.04542328371661,23.366642891095847,23.366642891095847,0.0,23.366642891095847,0.0
2586,20,RL,10170,Reg,Lvl,NAmes,1Story,6,6,1951,1951,CompShg,Wd Sdng,BrkFace,522.0,TA,TA,CBlock,TA,TA,0.0,216.0,216.0,TA,Y,1575,0,1575,0.0,1,1,2,Gd,5,1,400.0,0,0,0,No Feature,155000.0,1575,100.84641788382967,39.68626966596886,39.68626966596886,0.0,22.847319317591726,14.696938456699069,20.0
224,60,RL,9364,Reg,Lvl,Sawyer,2Story,6,7,1969,1969,CompShg,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,371.0,292.0,663.0,TA,Y,663,689,1352,0.0,1,1,4,TA,7,0,299.0,379,36,0,No Feature,158000.0,1352,96.76776322722355,36.76955262170047,25.748786379167466,26.248809496813376,11.958260743101398,25.748786379167466,17.291616465790582
98,160,FV,2544,Reg,Lvl,Somerst,2Story,7,5,2004,2005,CompShg,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,368.0,190.0,600.0,Ex,Y,600,600,1200,1.0,2,1,2,Gd,4,0,480.0,0,172,0,No Feature,149500.0,1200,50.438080851673966,34.64101615137755,24.49489742783178,24.49489742783178,0.0,24.49489742783178,21.908902300206645
2565,20,RL,9888,Reg,Lvl,NAmes,1Story,5,6,1954,1975,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,486.0,450.0,936.0,TA,Y,936,0,936,0.0,1,0,2,TA,5,0,240.0,0,0,0,No Feature,121000.0,936,99.43842315724842,30.59411708155671,30.59411708155671,0.0,0.0,30.59411708155671,15.491933384829668
1934,20,RL,7942,Reg,Lvl,NAmes,1Story,6,7,1953,1953,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,85.0,0.0,1040.0,TA,Y,1040,0,1040,0.0,1,0,3,TA,6,0,293.0,0,0,0,No Feature,136000.0,1040,89.11789943664516,32.2490309931942,32.2490309931942,0.0,0.0,32.2490309931942,17.11724276862369
997,60,RL,15038,IR2,Lvl,Gilbert,2Story,6,5,1996,1996,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,138.0,778.0,916.0,Gd,Y,916,720,1636,0.0,2,1,3,TA,7,1,386.0,168,84,0,No Feature,173000.0,1636,122.62952336203546,40.44749683231337,30.265491900843113,26.832815729997478,0.0,30.265491900843113,19.6468827043885
64,60,RL,11764,IR1,Lvl,NoRidge,2Story,8,7,1999,2007,CompShg,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,524.0,628.0,1152.0,Ex,Y,1164,1106,2270,0.0,2,1,4,Gd,9,1,671.0,132,57,0,No Feature,290000.0,2270,108.46197490364999,47.644516998286385,34.11744421846396,33.25657829663178,18.65475810617763,33.94112549695428,25.903667693977237
1799,60,FV,9000,Reg,Lvl,Somerst,2Story,8,5,2007,2007,CompShg,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,64.0,1120.0,1184.0,Ex,Y,1184,1426,2610,0.0,2,1,4,Ex,11,1,550.0,208,364,0,No Feature,303477.0,2610,94.86832980505137,51.088159097779204,34.40930106817051,37.76241517699841,0.0,34.40930106817051,23.45207879911715
230,20,RL,20062,IR1,Low,ClearCr,1Story,7,7,1977,2001,CompShg,Wd Sdng,None,0.0,Gd,Gd,CBlock,Gd,TA,1092.0,328.0,1420.0,Gd,Y,1483,0,1483,1.0,1,1,1,TA,4,2,690.0,496,0,0,No Feature,270000.0,1483,141.6403897198818,38.50973902793941,38.50973902793941,0.0,0.0,37.68288736283355,26.267851073127396
1295,50,RM,7308,Reg,Lvl,OldTown,1.5Fin,5,5,1920,1950,CompShg,WdShing,None,0.0,Fa,Fa,BrkTil,TA,TA,360.0,576.0,936.0,Gd,N,960,780,1740,0.0,1,0,2,Ex,6,1,225.0,0,0,0,No Feature,122250.0,1740,85.48684109265004,41.71330722922842,30.983866769659336,27.92848008753788,0.0,30.59411708155671,15.0
638,20,RL,8750,Reg,Lvl,NAmes,1Story,5,5,1955,1955,CompShg,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,172.0,727.0,1382.0,Gd,Y,1382,0,1382,0.0,1,0,3,Gd,6,0,350.0,280,0,0,No Feature,153000.0,1382,93.54143466934853,37.17526059088221,37.17526059088221,0.0,0.0,37.17526059088221,18.708286933869708
2278,20,RL,8402,Reg,Lvl,Mitchel,1Story,5,5,2007,2007,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,206.0,914.0,1120.0,Ex,Y,1120,0,1120,0.0,1,0,3,TA,6,0,0.0,0,30,0,No Feature,147000.0,1120,91.6624241442479,33.46640106136302,33.46640106136302,0.0,0.0,33.46640106136302,0.0
2202,70,RL,4000,Reg,Lvl,Crawfor,2Story,7,8,1930,1995,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,246.0,285.0,531.0,TA,Y,567,531,1098,1.0,1,0,2,TA,5,1,216.0,0,0,0,No Feature,148500.0,1098,63.245553203367585,33.13608305156178,23.811761799581316,23.043437243605826,0.0,23.043437243605826,14.696938456699069
